rev_id	comment	is_toxic	split
wikipedia_random15868127_Rajasthan Royals_48	There were two more home games on the trot, as the Delhi Daredevils were beaten this time by 3 wickets with Watto again performing his all-round magic to bewilder the opposition, as he ended with 2/21 in 4 overs and hit a 40-ball 74 to guide the chase adequately enough in the end.	False	dev
wikipedia_random54216657_Garrett Price_17	"About halfway thorough its 3-year life of about 150 issues, the strip shifted into a more contemporary if still mythical West, the characters lost their distinctively Indian customs and dress, the strip was renamed Skull Valley, and ""Little Squaw"" renamed Doris, now wearing jodhpurs and boots."	False	train
wikipedia_random1793178_Maple syrup urine disease_60	As the MSUD diet is so protein-restricted, and adequate protein is a requirement for all humans, tailored metabolic formula containing all the other essential amino acids, as well as any vitamins, minerals, omega-3 fatty acids and trace elements (which may be lacking due to the limited range of permissible foods), are an essential aspect of MSUD management.	False	train
wikipedia_random3813320_2006 British Touring Car Championship_21	Mark Proctor switched from his Astra Coupe for his second season, his Fast-Tec Motorsport team instead running a Civic Type-R. BMW and Alfa Romeo were represented on the BTCC grid for the first time since 2004, with club racers Martin Bell (Geoff Steel Racing) and Mark Smith (In-Front Motorsport) making their debuts in ex-WTCC BMW 320i's and Alfa Romeo 156s respectively.	False	train
wikipedia_random6085_Cauchy sequence_47	"Since the topological vector space definition of Cauchy sequence requires only that there be a continuous ""subtraction"" operation, it can just as well be stated in the context of a topological group: A sequence  in a topological group  is a Cauchy sequence if for every open neighbourhood  of the identity in  there exists some number  such that whenever  it follows that ."	False	train
wikipedia_random12805182_Jheronimus Vinders_5	Vinders' music has both progressive features, such as the pervasive imitation which was to characterize the compositions of the generation of Gombert and Clemens non Papa, and unusually conservative elements, such as use of the cantus-firmus technique, which had been old-fashioned since around 1500 or even before.	False	train
wikipedia_random75225_Western Wall_254	When we visited the Wailing Wall we found a toilet attached to it ... we decided to remove it and from this we came to the conclusion that we could evacuate the entire area in front of the Wailing Wall ... a historical opportunity that will never return ... We knew that the following Saturday [sic Wednesday], June 14, would be the Jewish festival of Shavuot and that many will want to come to pray ... it all had to be completed by then.	False	test
wikipedia_random37451236_Digital health_3	Generally, digital health is concerned about the development of interconnected health systems to improve the use of computational technologies, smart devices, computational analysis techniques and communication media to aid healthcare professionals and patients manage illnesses and health risks, as well as promote health and wellbeing.	False	train
wikipedia_random37849184_Sri Siddhartha Institute of Technology_3	"The late Sri H.M. Gangadharaiah, a staunch Gandhian and Buddhist, established the Sri Siddhartha Education Society in 1979 with the blessings of the father of Bhoodhan movement, ""Saint Vinobha Bhave,"" with the objective of providing education to the student community from rural areas and backward classes."	False	train
wikipedia_random42485934_Wop (song)_10	Dash's YouTube channel in 2007; however, as the song began to go viral through user-posted videos of people performing its associated dance routine, he pulled the song and began work on a revised version to be released as a single, followed by an official music video featuring fellow rapper Flo Rida in January 2011.	False	dev
wikipedia_random2885665_The Richest Man in Babylon (book)_102	"""Must not the lender be wise and judge carefully whether his gold can perform a useful purpose to the borrower and return to him once more, or whether it will be wasted by one unable to use it wisely and leave him without his treasures, and leave the borrower with a debt he cannot repay?"""	False	test
wikipedia_random21264194_East Finchley Cemetery_47	Sir Arthur Worley - President, British Insurance Association There are 75 Commonwealth service war burials of World War I in the cemetery, most in the War Graves plot in the cemetery's north-west corner that was set aside for military burials in 1916, and 79 of World War II (including two unidentified British soldiers).	False	train
wikipedia_random40961991_Mozid Mahmud_8	A journalist by profession, he carefully escapes the arena of popular and prosaic day-to-day information that the job deserves, and dives into the invincible deep of poetic inspiration from where he collects pebbles of pictures, aroma of feelings and intense fabric of thought, after which an automatic mental process of jeopardizing them continues in its own accord.	False	test
wikipedia_random208316_Coalition Provisional Authority_76	"These Inspectors General were to be ""appointed to a 5-year term by the Administrator [Paul Bremer],"" and were given sweeping powers ""to conduct investigations, audits, evaluations, inspections, and other reviews...."" Critics contend this is a mechanism for ensuring continuing American influence in Iraqi governance even after the transfer of all sovereignty to the country."	False	train
wikipedia_random12970388_Lorimer Fison_24	"At the meeting of the Australasian Association for the Advancement of Science held at Hobart in 1892 he was president of the anthropological section, and from the chair, with charming candour, pointed out that a theory of the Kurnai system, which he had worked out with infinite pains in Kamilaroi and Kurnai, was ""not worth a rush""."	False	test
wikipedia_random167166_Organ transplantation_191	"In May 2008, two United Nations Special Rapporteurs reiterated their requests for ""the Chinese government to fully explain the allegation of taking vital organs from Falun Gong practitioners and the source of organs for the sudden increase in organ transplants that has been going on in China since the year 2000""."	False	dev
wikipedia_random4609694_Royal intermarriage_41	Several daughters of the Xianbei Emperor Xiaowen of Northern Wei were married to Han Chinese elites, the Han Chinese Liu Song royal Liu Hui 刘辉, married Princess Lanling 蘭陵公主 of the Northern Wei, Princess Huayang 華陽公主 to Sima Fei 司馬朏, a descendant of Jin dynasty (265–420) royalty, Princess Jinan 濟南公主 to Lu Daoqian 盧道虔, Princess Nanyang 南阳长公主 to Xiao Baoyin 萧宝夤, a member of Southern Qi royalty.	False	train
