rev_id	comment	is_toxic	split
wikipedia363546_Dupont Circle_1	Along with The Castro in San Francisco, Hillcrest in San Diego, Greenwich Village in New York City, Boystown in Chicago, Oak Lawn in Dallas, Montrose in Houston, and West Hollywood in Los Angeles, Dupont Circle is considered a historic locale in the development of American gay identity.	False	train
wikipedia1558974_Marlon Riggs_15	According to Riggs, the black homosexual male is therefore defined as the deviant Other in relation to the African American community, and Riggs claims that this contemporary practice mirrors the historical racist constructions of the African American identity: “Blacks are inferior because they are not white.	False	test
wikipedia46584869_Corps Saxo-Thuringia München_0	Gay, Peter (April 1992).	False	train
wikipedia1421393_LGBT history_2	Ostraca dating from the Ramesside Period have been found which depict hastily drawn images of homosexual as well as heterosexual sex.	False	test
wikipedia10863549_Colleen Coover_0	Colleen Coover (born July 14, 1969) is a comic book artist and author based in Portland, Oregon and is known for creating the lesbian-themed erotic comic book Small Favors from Eros Comix, illustrator of the comic book limited series Banana Sunday from Oni Press, and for illustrating several short stories in X-Men: First Class from Marvel Comics.	False	dev
wikipedia3933084_Tom Humphries_0	He co-authored Come What May, the autobiography of the openly homosexual hurler Donal Óg Cusack.	False	train
wikipedia176452_Leather subculture_26	Numerous major cities host Leather Pride events, including San Francisco's Folsom Street Fair, Berlin's Easter in Berlin (Europe's biggest gay fetish event) from 1975 and Folsom Europe, New York City's Folsom Street East, Chicago's International Mr. Leather, Washington, DC's MidAtlantic Leather and Amsterdam's Leather Pride.	False	dev
wikipedia25659086_Training Rules_10	Austin Gay & Lesbian Film Festival.	False	train
wikipedia89129_LGBT community_16	Today, many large cities have gay and lesbian community centers.	False	test
wikipedia14320932_Tom Tancredo presidential campaign, 2008_0	He discussed gay issues, immigration, and federalism among others.	False	dev
wikipedia13070_LGBT social movements_18	It is claimed that Ellis coined the term 'homosexual', but in fact he disliked the word due to its conflation of Greek and Latin.	False	train
wikipedia43104449_Rajpipla State_0	His only son Manvendra Singh Gohil caused a sensation when he openly declared that he is a homosexual.	False	train
wikipedia15000450_DJ Culture_0	is a close paraphrase of Wilde's comment after being sentenced to hard labour for homosexual practices) and a football referee and fan.	False	train
wikipedia23484026_Tracey Lee (female impersonator)_0	"Described as ""a tribute to Tracy Lee, a drag queen, who did so much for the gay community"", the artwork was inspired by a visit to Lee's ""sparsely furnished house where, in the dining room, was a table exquisitely laid for four with lace tablecloth, glasses and cutlery - and only one chair""."	False	train
wikipedia2409816_Richard Isay_19	"""Becoming Gay: The Journey to Self-Acceptance"" Pantheon, 1996."	False	test
wikipedia43646694_My Life in Porn_0	My Life in Porn, full title My Life in Porn: The Bobby Blake Story was a revealing autobiographical book by Bobby Blake, an African-American retired gay pornographic film actor best known as a dominant top in gay pornographic films, who later retired from adult films around 2000 becoming an ordained Christian minister.	False	train
wikipedia31035653_Ludwig Engländer_0	In Gay Paree (1899).	False	train
wikipedia40489193_Echelon Magazine_0	In the 1990s the gay and lesbian publication Victory!	False	dev
wikipedia1896433_Peter Berg_0	After Berg received significant criticism for the post, he later clarified his remarks, saying he had the utmost respect for Jenner and transgender individuals; however, he released another photo with statistics on veteran suicide, stating, “I also believe that we don’t give enough attention to our courageous returning war veterans, many of whom have sacrificed their bodies and mental health for our country and our principals [sic] – principals that include the freedom to live the life you want to live without persecution or abuse.”   Heavyweights (1995) (uncredited).	False	dev
wikipedia1726943_Puerto Rican literature_0	Some of these are Literatura y narrativa puertorriqueña: La escritura entre siglos edited by Mario Cancel; Literatura puertorriqueña del siglo XX: Antología edited by Mercedes López Baralt; and Los otros cuerpos: Antología de temática gay, lésbica y queer desde Puerto Rico y su diáspora, edited by David Caleb Acevedo, Moisés Agosto and Luis Negrón, which focuses on LGBT Puerto Rican literature.	False	train
wikipedia30797583_William Wayne Paul_3	He was also a vocal supporter of the Gay Games.	False	dev
wikipedia2440584_Evergreen International_11	Warren Throckmorton reviewed Understanding the meaning of change for married Latter-Day Saint men with histories of homosexual activity by J. W. Robinson.	False	test
wikipedia8444007_Secret Court of 1920_15	Not having committed a homosexual act, Lumbard gained readmission in 1921 and graduated from Harvard Law School in 1925.	False	train
wikipedia31074476_Ara Wilson_0	Center for Lesbian and Gay Studies (clags).	False	test
wikipedia45489527_Ido Ostrowsky_0	He is of Russian-Jewish heritage and is openly gay.	False	train
wikipedia33728343_Mister Gay Chile_3	Gay Chile 2009 - 2010, won the title of International Mr Gay Competition.	False	train
wikipedia11591233_Anders Lindegaard_1	As a footballer I think first and foremost that a homosexual colleague is afraid of the reception he could get from the fans.	False	train
wikipedia17208866_London Assurance_0	Lady Gay Spanker, horse-riding virago.	False	test
wikipedia6126579_Transgender sexuality_16	Gay trans men have varying levels of acceptance within other communities.	False	train
wikipedia18463931_Thurning, Norfolk_9	The Hall, the seat of James Gay esq jun.	False	test
wikipedia764101_Dani Behr_0	A gay-themed indie film co-starring Roger Daltrey.	False	train
wikipedia77765_Gay square dance_24	1976 -December Miami Double-R Bar 1st Gay Square Dance.	False	dev
wikipedia15493749_Jenny Allard_0	In 1997, Allard told her team that she was a lesbian, becoming one of the first major college coaches to openly announce her homosexuality.	False	dev
wikipedia62004_Gertrude Stein_9	"Composer Constant Lambert (1936) compares Stravinsky's choice of ""the drabbest and least significant phrases"" in L'Histoire du Soldat to Gertrude Stein's in ""Helen Furr and Georgine Skeene"" (1922), specifically: ""[E]veryday they were gay there, they were regularly gay there everyday."""	False	train
wikipedia40974923_Kimball Allen_11	After the couple's disappointment over the election results, Allen came to feel that attending the inauguration, holding his husband's hand, was an important way to represent out, proud gay couples in America, and that doing so was their way of protesting and of holding Trump accountable.	False	train
wikipedia7272_Christianity and homosexuality_19	"The French Evangelical Alliance, a member of the European Evangelical Alliance and the World Evangelical Alliance, adopted on 12 October 2002, through its National Council, a document entitled Foi, espérance et homosexualité (""Faith, Hope and Homosexuality ""), in which homophobia, hatred and rejection of homosexuals are condemned, but which denies homosexual practices and full church membership of unrepentant homosexuals and those who approve of these practices."	False	test
wikipedia268129_Republicanism in the United Kingdom_0	Peter Tatchell, gay rights campaigner.	False	train
wikipedia10988264_I Am America (And So Can You!)_0	Paul Dinello as Austin, a formerly gay man (ch.	False	train
wikipedia877590_Trinity Western University_1	"In 1995, Trinity Western launched a teaching certification program, but the British Columbia College of Teachers denied accreditation of the university's program, arguing that the ""Responsibilities of Membership"" agreement students must sign (replaced in 2009 with the Community Covenant) is discriminatory and that those graduating from Trinity Western's program will discriminate against gay students."	False	dev
wikipedia45446217_Antony Hickling_3	Little Gay Boy, chrisT is Dead (2012).	False	train
wikipedia48716094_The Brothers!_0	"""Gay Blade"" (Brookmeyer) - 3:17."	False	test
wikipedia135921_Hitchcock, Texas_0	Michael Sam, Free Agent defensive end, first openly gay NFL player.	False	train
wikipedia731645_Funky Winkerbean_0	When a group of students led by Summer Moore supporting LBGT couples attending the prom plan a counter-protest, principal Nate Green defuses the situation by calling a school assembly and announces that gay couples will be allowed to attend the prom, and that he will not have intolerance at Westview High School be a policy issue during his tenure.	False	dev
